filename,group,predicted,correct,page_id,image_path
极致扭曲_p06_L_r10_rep1,极致扭曲,美观,False,p06_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p06_L_r10_rep1.png
极致扭曲_p07_L_r01_rep1,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r01_rep1.png
极致扭曲_p07_L_r01_rep2,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r01_rep2.png
极致扭曲_p07_L_r01_rep3,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r01_rep3.png
极致扭曲_p07_L_r02_rep2,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r02_rep2.png
极致扭曲_p07_L_r02_rep3,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r02_rep3.png
极致扭曲_p07_L_r03_rep1,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r03_rep1.png
极致扭曲_p07_L_r03_rep2,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r03_rep2.png
极致扭曲_p07_L_r03_rep3,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r03_rep3.png
极致扭曲_p07_L_r04_rep1,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r04_rep1.png
极致扭曲_p07_L_r04_rep2,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r04_rep2.png
极致扭曲_p07_L_r04_rep3,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r04_rep3.png
极致扭曲_p07_L_r05_rep2,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r05_rep2.png
极致扭曲_p07_L_r06_rep1,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r06_rep1.png
极致扭曲_p07_L_r06_rep2,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r06_rep2.png
极致扭曲_p07_L_r06_rep3,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r06_rep3.png
极致扭曲_p07_L_r08_rep2,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r08_rep2.png
极致扭曲_p07_L_r08_rep3,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r08_rep3.png
极致扭曲_p07_L_r10_rep1,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r10_rep1.png
极致扭曲_p07_L_r10_rep2,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r10_rep2.png
极致扭曲_p07_L_r10_rep3,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r10_rep3.png
极致扭曲_p07_L_r11_rep3,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r11_rep3.png
极致扭曲_p07_L_r12_rep3,极致扭曲,美观,False,p07_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p07_L_r12_rep3.png
极致扭曲_p10_L_r01_rep1,极致扭曲,美观,False,p10_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p10_L_r01_rep1.png
极致扭曲_p10_L_r01_rep2,极致扭曲,美观,False,p10_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p10_L_r01_rep2.png
极致扭曲_p10_L_r02_rep1,极致扭曲,美观,False,p10_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p10_L_r02_rep1.png
极致扭曲_p10_L_r03_rep2,极致扭曲,美观,False,p10_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p10_L_r03_rep2.png
极致扭曲_p10_L_r07_rep2,极致扭曲,美观,False,p10_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p10_L_r07_rep2.png
极致扭曲_p10_L_r08_rep2,极致扭曲,美观,False,p10_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p10_L_r08_rep2.png
极致扭曲_p10_L_r11_rep1,极致扭曲,美观,False,p10_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p10_L_r11_rep1.png
极致扭曲_p10_L_r11_rep2,极致扭曲,美观,False,p10_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p10_L_r11_rep2.png
极致扭曲_p10_L_r12_rep2,极致扭曲,美观,False,p10_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p10_L_r12_rep2.png
极致扭曲_p12_L_r03_rep2,极致扭曲,美观,False,p12_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p12_L_r03_rep2.png
极致扭曲_p15_L_r01_rep1,极致扭曲,美观,False,p15_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p15_L_r01_rep1.png
极致扭曲_p15_L_r01_rep2,极致扭曲,美观,False,p15_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p15_L_r01_rep2.png
极致扭曲_p15_L_r03_rep3,极致扭曲,美观,False,p15_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p15_L_r03_rep3.png
极致扭曲_p15_L_r11_rep3,极致扭曲,美观,False,p15_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p15_L_r11_rep3.png
极致扭曲_p16_R_r02_rep2,极致扭曲,美观,False,p16_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p16_R_r02_rep2.png
极致扭曲_p16_R_r02_rep3,极致扭曲,美观,False,p16_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p16_R_r02_rep3.png
极致扭曲_p16_R_r06_rep3,极致扭曲,美观,False,p16_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p16_R_r06_rep3.png
极致扭曲_p17_R_r02_rep1,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r02_rep1.png
极致扭曲_p17_R_r02_rep2,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r02_rep2.png
极致扭曲_p17_R_r03_rep1,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r03_rep1.png
极致扭曲_p17_R_r03_rep3,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r03_rep3.png
极致扭曲_p17_R_r04_rep2,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r04_rep2.png
极致扭曲_p17_R_r04_rep3,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r04_rep3.png
极致扭曲_p17_R_r05_rep1,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r05_rep1.png
极致扭曲_p17_R_r05_rep3,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r05_rep3.png
极致扭曲_p17_R_r06_rep1,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r06_rep1.png
极致扭曲_p17_R_r07_rep1,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r07_rep1.png
极致扭曲_p17_R_r07_rep2,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r07_rep2.png
极致扭曲_p17_R_r07_rep3,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r07_rep3.png
极致扭曲_p17_R_r08_rep1,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r08_rep1.png
极致扭曲_p17_R_r08_rep2,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r08_rep2.png
极致扭曲_p17_R_r08_rep3,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r08_rep3.png
极致扭曲_p17_R_r09_rep1,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r09_rep1.png
极致扭曲_p17_R_r10_rep1,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r10_rep1.png
极致扭曲_p17_R_r10_rep3,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r10_rep3.png
极致扭曲_p17_R_r11_rep1,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r11_rep1.png
极致扭曲_p17_R_r11_rep3,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r11_rep3.png
极致扭曲_p17_R_r12_rep2,极致扭曲,美观,False,p17_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p17_R_r12_rep2.png
极致扭曲_p23_R_r01_rep3,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r01_rep3.png
极致扭曲_p23_R_r02_rep3,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r02_rep3.png
极致扭曲_p23_R_r03_rep1,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r03_rep1.png
极致扭曲_p23_R_r05_rep1,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r05_rep1.png
极致扭曲_p23_R_r05_rep3,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r05_rep3.png
极致扭曲_p23_R_r06_rep1,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r06_rep1.png
极致扭曲_p23_R_r06_rep3,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r06_rep3.png
极致扭曲_p23_R_r07_rep3,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r07_rep3.png
极致扭曲_p23_R_r09_rep1,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r09_rep1.png
极致扭曲_p23_R_r09_rep2,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r09_rep2.png
极致扭曲_p23_R_r11_rep1,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r11_rep1.png
极致扭曲_p23_R_r11_rep3,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r11_rep3.png
极致扭曲_p23_R_r12_rep1,极致扭曲,美观,False,p23_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p23_R_r12_rep1.png
极致扭曲_p25_R_r03_rep1,极致扭曲,美观,False,p25_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p25_R_r03_rep1.png
极致扭曲_p25_R_r04_rep2,极致扭曲,美观,False,p25_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p25_R_r04_rep2.png
极致扭曲_p25_R_r06_rep1,极致扭曲,美观,False,p25_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p25_R_r06_rep1.png
极致扭曲_p25_R_r09_rep3,极致扭曲,美观,False,p25_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p25_R_r09_rep3.png
极致扭曲_p25_R_r10_rep3,极致扭曲,美观,False,p25_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p25_R_r10_rep3.png
极致扭曲_p25_R_r11_rep2,极致扭曲,美观,False,p25_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p25_R_r11_rep2.png
极致扭曲_p25_R_r11_rep3,极致扭曲,美观,False,p25_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p25_R_r11_rep3.png
极致扭曲_p25_R_r12_rep3,极致扭曲,美观,False,p25_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p25_R_r12_rep3.png
极致扭曲_p34_R_r02_rep1,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r02_rep1.png
极致扭曲_p34_R_r02_rep3,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r02_rep3.png
极致扭曲_p34_R_r03_rep1,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r03_rep1.png
极致扭曲_p34_R_r03_rep2,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r03_rep2.png
极致扭曲_p34_R_r03_rep3,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r03_rep3.png
极致扭曲_p34_R_r04_rep1,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r04_rep1.png
极致扭曲_p34_R_r04_rep2,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r04_rep2.png
极致扭曲_p34_R_r04_rep3,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r04_rep3.png
极致扭曲_p34_R_r08_rep1,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r08_rep1.png
极致扭曲_p34_R_r08_rep2,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r08_rep2.png
极致扭曲_p34_R_r08_rep3,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r08_rep3.png
极致扭曲_p34_R_r09_rep1,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r09_rep1.png
极致扭曲_p34_R_r09_rep2,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r09_rep2.png
极致扭曲_p34_R_r10_rep1,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r10_rep1.png
极致扭曲_p34_R_r10_rep2,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r10_rep2.png
极致扭曲_p34_R_r10_rep3,极致扭曲,美观,False,p34_R,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p34_R_r10_rep3.png
极致扭曲_p35_L_r01_rep1,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r01_rep1.png
极致扭曲_p35_L_r01_rep2,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r01_rep2.png
极致扭曲_p35_L_r01_rep3,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r01_rep3.png
极致扭曲_p35_L_r03_rep1,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r03_rep1.png
极致扭曲_p35_L_r03_rep2,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r03_rep2.png
极致扭曲_p35_L_r03_rep3,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r03_rep3.png
极致扭曲_p35_L_r04_rep1,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r04_rep1.png
极致扭曲_p35_L_r04_rep2,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r04_rep2.png
极致扭曲_p35_L_r04_rep3,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r04_rep3.png
极致扭曲_p35_L_r05_rep1,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r05_rep1.png
极致扭曲_p35_L_r05_rep2,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r05_rep2.png
极致扭曲_p35_L_r05_rep3,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r05_rep3.png
极致扭曲_p35_L_r06_rep1,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r06_rep1.png
极致扭曲_p35_L_r06_rep2,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r06_rep2.png
极致扭曲_p35_L_r06_rep3,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r06_rep3.png
极致扭曲_p35_L_r07_rep1,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r07_rep1.png
极致扭曲_p35_L_r07_rep2,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r07_rep2.png
极致扭曲_p35_L_r07_rep3,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r07_rep3.png
极致扭曲_p35_L_r08_rep1,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r08_rep1.png
极致扭曲_p35_L_r08_rep2,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r08_rep2.png
极致扭曲_p35_L_r08_rep3,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r08_rep3.png
极致扭曲_p35_L_r09_rep1,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r09_rep1.png
极致扭曲_p35_L_r09_rep3,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r09_rep3.png
极致扭曲_p35_L_r11_rep1,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r11_rep1.png
极致扭曲_p35_L_r11_rep3,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r11_rep3.png
极致扭曲_p35_L_r12_rep1,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r12_rep1.png
极致扭曲_p35_L_r12_rep2,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r12_rep2.png
极致扭曲_p35_L_r12_rep3,极致扭曲,美观,False,p35_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p35_L_r12_rep3.png
极致扭曲_p36_L_r12_rep3,极致扭曲,美观,False,p36_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\极致扭曲\极致扭曲_p36_L_r12_rep3.png
美观_p01_L_r01_rep1,美观,极致扭曲,False,p01_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\美观\美观_p01_L_r01_rep1.png
美观_p01_L_r01_rep2,美观,极致扭曲,False,p01_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\美观\美观_p01_L_r01_rep2.png
美观_p01_L_r01_rep3,美观,极致扭曲,False,p01_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\美观\美观_p01_L_r01_rep3.png
美观_p01_L_r02_rep2,美观,极致扭曲,False,p01_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\美观\美观_p01_L_r02_rep2.png
美观_p01_L_r02_rep3,美观,极致扭曲,False,p01_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\美观\美观_p01_L_r02_rep3.png
美观_p01_L_r03_rep3,美观,极致扭曲,False,p01_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\美观\美观_p01_L_r03_rep3.png
美观_p01_L_r04_rep1,美观,极致扭曲,False,p01_L,F:\project\智能媒体工作坊\基础案例A-视觉分析2\Data\美观\美观_p01_L_r04_rep1.png
